"ID","Recording","Temp","Call","Call_Duration","Call_Interval","Call_Period","Pulse1_Duration","Pulse1_Rise","Pulse1_Fall","Pulse1_Interval","Pulse1_Period","Pulse2_Duration","Pulse2_Rise","Pulse2_Fall","Pulse2_Interval","Pulse2_Period","Pulse3_Duration","Pulse3_Rise","Pulse3_Fall","Pulse3_Interval","Pulse3_Period","Pulse4_Duration","Pulse4_Rise","Pulse4_Fall","Pulse4_Interval","Pulse4_Period","Pulse5_Duration","Pulse5_Rise","Pulse5_Fall","Pulse5_Interval","Pulse5_Period","Pulse6_Duration","Pulse6_Rise","Pulse6_Fall","Num_Pulses","Pulse1_Max_Freq","Pulse2_Max_Freq","Pulse3_Max_Freq","Pulse4_Max_Freq","Pulse5_Max_Freq","Pulse6_Max_Freq"
"B27","1012",23.5,13,0.148,2.189,2.337,0.039,0.01,0.029,0.067,0.106,0.042,0.003,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6589.2,6460,NA,NA,NA,NA
"B27","1012",23.5,14,0.14,2.59,2.73,0.036,0.01,0.026,0.066,0.102,0.039,0.002,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6589.2,6460,NA,NA,NA,NA
"B27","1012",23.5,15,0.147,1.838,1.985,0.04,0.008,0.032,0.067,0.107,0.039,0.003,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6546.1,6460,NA,NA,NA,NA
"B27","1012",23.5,16,0.135,2.09,2.225,0.036,0.008,0.028,0.061,0.097,0.038,0.003,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6546.1,6416.9,NA,NA,NA,NA
"B27","1012",23.5,17,0.144,2.113,2.257,0.039,0.022,0.017,0.065,0.104,0.04,0.013,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6546.1,6460,NA,NA,NA,NA
"B27","1012",23.5,18,0.234,2.621,2.855,0.039,0.005,0.034,0.065,0.104,0.04,0.003,0.037,0.051,0.091,0.038,0.035,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6589.2,6460,6201.6,NA,NA,NA
"B27","1012",23.5,19,0.135,1.958,2.093,0.038,0.015,0.023,0.059,0.097,0.038,0.002,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5297.2,6460,NA,NA,NA,NA
"B27","1012",23.5,20,0.242,2.41,2.652,0.038,0.012,0.026,0.07,0.108,0.04,0.002,0.038,0.055,0.095,0.037,0.002,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6589.2,6460,6330.8,NA,NA,NA
"W37","1040",24,1,0.233,2.129,2.362,0.041,0.028,0.013,0.056,0.097,0.038,0.018,0.02,0.056,0.094,0.04,0.028,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5340.2,5383.3,NA,NA,NA
"W37","1040",24,2,0.233,2.195,2.428,0.038,0.03,0.008,0.061,0.099,0.036,0.026,0.01,0.058,0.094,0.039,0.014,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5297.2,5340.2,NA,NA,NA
"W37","1040",24,3,0.232,2.466,2.698,0.039,0.007,0.032,0.061,0.1,0.037,0.025,0.012,0.059,0.096,0.036,0.02,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297.2,5340.2,NA,NA,NA
"W37","1040",24,4,0.23,2.694,2.924,0.038,0.034,0.004,0.059,0.097,0.036,0.03,0.006,0.06,0.096,0.037,0.028,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"W37","1040",24,5,0.226,2.698,2.924,0.039,0.007,0.032,0.059,0.098,0.036,0.028,0.008,0.06,0.096,0.032,0.025,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297.2,5297.2,NA,NA,NA
"W37","1040",24,6,0.231,2.467,2.698,0.04,0.012,0.028,0.061,0.101,0.035,0.03,0.005,0.062,0.097,0.033,0.027,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297.2,5297.2,NA,NA,NA
"W37","1040",24,7,0.23,2.341,2.571,0.04,0.01,0.03,0.058,0.098,0.036,0.029,0.007,0.062,0.098,0.034,0.027,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297.2,5297.2,NA,NA,NA
"W37","1040",24,8,0.231,2.722,2.953,0.035,0.032,0.003,0.063,0.098,0.037,0.03,0.007,0.062,0.099,0.034,0.027,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038.8,5168,5211,NA,NA,NA
"W37","1040",24,9,0.227,3.052,3.279,0.037,0.03,0.007,0.061,0.098,0.034,0.027,0.007,0.064,0.098,0.031,0.025,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5211,5211,NA,NA,NA
"W37","1040",24,10,0.234,2.631,2.865,0.037,0.027,0.01,0.066,0.103,0.036,0.015,0.021,0.065,0.101,0.03,0.02,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5254.1,5254.1,NA,NA,NA
"W37","1040",24,11,0.139,2.591,2.73,0.038,0.025,0.013,0.067,0.105,0.035,0.02,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4909.6,5081.8,NA,NA,NA,NA
"W37","1040",24,12,0.144,2.25,2.394,0.037,0.03,0.007,0.068,0.105,0.039,0.03,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5168,5211,NA,NA,NA,NA
"W37","1040",24,13,0.228,2.36,2.588,0.038,0.029,0.009,0.061,0.099,0.037,0.018,0.019,0.06,0.097,0.032,0.024,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5254.1,5254.1,NA,NA,NA
"W37","1040",24,14,0.23,2.587,2.817,0.038,0.03,0.008,0.063,0.101,0.036,0.029,0.007,0.059,0.095,0.033,0.023,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"W37","1040",24,15,0.141,3.226,3.367,0.037,0.028,0.009,0.068,0.105,0.035,0.025,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5254.1,5297.2,NA,NA,NA,NA
"W37","1040",24,16,0.137,2.638,2.775,0.036,0.026,0.01,0.065,0.101,0.036,0.026,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5297.2,5297.2,NA,NA,NA,NA
"W37","1040",24,17,0.135,2.321,2.456,0.037,0.031,0.006,0.06,0.097,0.038,0.024,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5254.1,5297.2,NA,NA,NA,NA
"W37","1040",24,18,0.136,2.084,2.22,0.038,0.027,0.011,0.063,0.101,0.035,0.016,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5297.2,5340.2,NA,NA,NA,NA
"W37","1040",24,19,0.236,2.204,2.44,0.039,0.026,0.013,0.066,0.105,0.037,0.014,0.023,0.059,0.096,0.035,0.014,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5340.2,5340.2,NA,NA,NA
"W37","1040",24,20,0.234,2.665,2.899,0.037,0.018,0.019,0.061,0.098,0.036,0.03,0.006,0.065,0.101,0.034,0.026,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4995.7,5168,5168,NA,NA,NA
"B57","1089",22.8,1,0.217,1.916,2.133,0.033,0.026,0.007,0.063,0.096,0.035,0.014,0.021,0.055,0.09,0.03,0.014,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"B57","1089",22.8,2,0.208,2.341,2.549,0.035,0.018,0.017,0.052,0.087,0.033,0.01,0.023,0.056,0.089,0.032,0.01,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5340.2,5340.2,NA,NA,NA
"B57","1089",22.8,3,0.219,2.691,2.91,0.035,0.011,0.024,0.058,0.093,0.033,0.008,0.025,0.058,0.091,0.034,0.008,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340.2,5383.3,5340.2,NA,NA,NA
"B57","1089",22.8,4,0.214,2.398,2.612,0.035,0.01,0.025,0.055,0.09,0.033,0.009,0.024,0.059,0.092,0.033,0.008,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383.3,5383.3,5383.3,NA,NA,NA
"B57","1089",22.8,5,0.218,2.809,3.027,0.035,0.028,0.007,0.056,0.091,0.033,0.016,0.017,0.06,0.093,0.033,0.02,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
"B57","1089",22.8,6,0.222,2.226,2.448,0.034,0.014,0.02,0.063,0.097,0.036,0.013,0.023,0.057,0.093,0.032,0.012,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5340.2,5340.2,NA,NA,NA
"B57","1089",22.8,7,0.223,2.487,2.71,0.035,0.015,0.02,0.062,0.097,0.035,0.01,0.025,0.058,0.093,0.034,0.011,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5340.2,5340.2,NA,NA,NA
"B57","1089",22.8,8,0.216,3.425,3.641,0.035,0.01,0.025,0.055,0.09,0.034,0.008,0.026,0.059,0.093,0.032,0.008,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340.2,5383.3,5383.3,NA,NA,NA
"B57","1089",22.8,9,0.214,8.191,8.405,0.034,0.009,0.025,0.059,0.093,0.035,0.009,0.026,0.057,0.092,0.032,0.009,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340.2,5383.3,5383.3,NA,NA,NA
"B57","1089",22.8,10,0.226,3.335,3.561,0.035,0.024,0.011,0.062,0.097,0.034,0.016,0.018,0.064,0.098,0.031,0.021,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5254.1,NA,NA,NA
"B57","1089",22.8,11,0.226,44.129,44.355,0.036,0.015,0.021,0.062,0.098,0.035,0.012,0.023,0.061,0.096,0.032,0.012,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5340.2,5297.2,NA,NA,NA
"B57","1089",22.8,12,0.133,2.89,3.023,0.033,0.027,0.006,0.069,0.102,0.031,0.015,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5211,5254.1,NA,NA,NA,NA
"B57","1089",22.8,13,0.154,1.727,1.881,0.033,0.011,0.022,0.069,0.102,0.034,0.031,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5297.2,5383.3,NA,NA,NA,NA
"B57","1089",22.8,14,0.133,1.891,2.024,0.037,0.013,0.024,0.06,0.097,0.036,0.005,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5340.2,5340.2,NA,NA,NA,NA
"B57","1089",22.8,15,0.225,3.529,3.754,0.034,0.01,0.024,0.06,0.094,0.035,0.004,0.031,0.062,0.097,0.031,0.005,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383.3,5469.4,5383.3,NA,NA,NA
"B57","1089",22.8,16,0.221,4.128,4.349,0.036,0.005,0.031,0.062,0.098,0.032,0.003,0.029,0.065,0.097,0.028,0.005,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383.3,5512.5,5512.5,NA,NA,NA
"B57","1089",22.8,17,0.13,2.845,2.975,0.033,0.019,0.014,0.065,0.098,0.032,0.009,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5383.3,5426.4,NA,NA,NA,NA
"B57","1089",22.8,18,0.134,2.142,2.276,0.035,0.01,0.025,0.066,0.101,0.032,0.005,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5340.2,5426.4,NA,NA,NA,NA
"B57","1089",22.8,19,0.132,3.171,3.303,0.035,0.009,0.026,0.06,0.095,0.036,0.005,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5383.3,5469.4,NA,NA,NA,NA
"B57","1089",22.8,20,0.224,2.759,2.983,0.034,0.008,0.026,0.062,0.096,0.032,0.005,0.027,0.066,0.098,0.028,0.006,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5469.4,5512.5,5469.4,NA,NA,NA
"B47","1066",24.6,1,0.204,2.016,2.22,0.035,0.012,0.023,0.048,0.083,0.035,0.011,0.024,0.052,0.087,0.035,0.011,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297.2,5297.2,5297.2,NA,NA,NA
"B47","1066",24.6,2,0.205,2.093,2.298,0.034,0.014,0.02,0.051,0.085,0.035,0.013,0.022,0.052,0.087,0.034,0.013,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254.1,5297.2,5297.2,NA,NA,NA
